968,116
36,71
144,152
22,7
31,2346
5,65
55,129
827,549
1876,1268
4,0
42,45
796,1157
505,2047
109,305
435,607
3,16
707,2035
1224,1087
35,7
2157,2688
850,117
529,37
48,15
37,119
70,421
26,956
7,559
24,191
1708,305
1038,509
1543,177
37,68
5,18
158,1540
54,67
37,14
461,237
79,828
36,495
708,125
2220,130
159,266
181,527
111,1608
18,64
2611,19
745,705
1939,618
429,85
177,380
225,297
1448,2542
1827,191
27,89
1,278
76,30
1590,145
199,7
68,15
614,789
2166,435
372,75
40,58
52,18
58,519
732,21
60,262
67,32
157,414
41,31
62,272
781,426
221,111
83,1748
578,148
2310,319
548,727
74,19
574,724
595,1095
3,16
89,1
4,8
47,63
79,1352
312,1390
78,4
41,4
4,116
0,16
288,1918
26,6
58,2377
20,7
702,142
0,79
97,177
21,4
935,171
365,522
496,303
240,43
1059,2613
32,68
386,573
481,15
672,943
997,59
193,81
286,64
11,1085
12,10
17,584
12,43
1,3
2,20
1255,815
857,347
1236,2313
14,2
68,87
0,14
1427,1946
29,178
275,83
984,12
20,4
127,66
171,10
58,32
256,23
14,393
11,9
197,53
218,99
2617,478
75,515
2652,598
589,256
635,122
1313,1692
55,54
217,10
184,1213
9,31
37,27
20,312
50,42
52,444
195,190
15,5
98,118
240,151
878,233
22,380
203,1613
1727,95
22,29
964,1113
1957,1208
21,229
480,12
7,54
74,1009
141,146
15,15
714,122
1473,735
354,1735
76,2809
1892,589
600,2
174,86
449,25
149,553
285,514
1,31
85,15
98,292
72,37
1245,991
0,80
1007,409
202,38
47,472
77,400
551,131
123,4
410,113
26,188
562,351
35,205
105,376
145,232
346,209
15,290
1066,600
94,12
1089,1413
52,303
9,58
1222,115
8,0
1073,810
64,487
7,102
145,15
39,320
2713,1035
1006,3382
54,1431
879,49
293,2
198,1307
162,2101
70,124
17,17
1,3
237,268
409,138
1575,471
84,21
13,1317
225,4235
389,109
5,611
237,3
3,673
2,35
84,1234
490,329
48,180
267,375
130,844
804,179
1766,978
11,8
21,33
58,56
1204,1430
86,612
574,426
974,1138
147,29
147,943
282,923
612,1538
40,39
393,1687
3202,678
42,56
183,25
20,996
66,662
184,645
29,41
64,55
212,980
147,379
36,23
140,82
41,22
251,2533
940,1288
11,13
1022,422
175,130
145,61
309,144
275,345
1216,611
97,92
106,35
1930,69
98,44
210,1229
5,9
30,391
1084,131
77,223
55,3
491,299
222,268
21,586
205,1317
12,706
44,43
10,34
13,11
7,210
208,1088
784,196
80,238
1592,2211
39,92
187,200
96,40
525,18
120,1161
18,59
504,691
1305,557
113,34
135,153
17,30
34,350
63,93
111,127
153,288
84,431
238,1099
1303,35
350,25
3728,440
1044,1400
63,383
57,87
2825,2084
392,1283
13,70
14,0
212,155
127,3
891,727
33,30
543,1021
8,623
175,1162
1337,162
60,54
1384,26
158,98
380,2454
30,2
372,1036
1,27
14,101
925,36
474,663
912,533
549,784
10,1891
665,1427
516,25
192,2247
781,3144
210,44
76,0
1317,389
15,69
319,28
632,802
1377,407
37,31
847,27
65,43
1700,848
579,3
48,42
86,21
793,503
603,320
141,941
12,43
217,36
435,981
172,513
16,64
77,35
24,284
823,181
133,130
76,42
0,70
175,42
374,902
1482,1634
52,120
38,3
1009,2143
383,1531
11,1071
297,202
0,25
73,581
41,50
499,75
243,52
73,603
1077,479
66,49
77,721
429,869
139,1
0,219
1054,750
11,5
64,1159
78,48
1478,256
102,13
19,46
717,45
29,46
21,20
17,113
657,1012
134,275
25,46
26,49
336,520
209,1629
46,407
584,4
42,101
31,32
468,98
1140,113
12,7
135,101
10,7
1936,3156
176,316
503,326
257,971
13,369
175,5
138,455
342,433
536,27
44,292
656,83
54,1034
3,19
43,658
1142,417
5,1087
556,1412
29,38
31,525
45,196
528,121
44,52
14,351
19,26
219,814
805,43
56,386
404,1008
1706,818
2110,59
509,2283
240,3
1742,1583
32,4
45,61
721,2100
1836,1035
31,40
54,47
33,260
12,10
979,263
1624,446
7,9
1477,132
226,348
73,81
20,516
347,448
2597,379
953,1248
1797,2693
626,196
45,61
1294,565
48,7
1932,1572
682,64
439,37
54,47
33,260
12,10
979,263
1624,446
7,9
1477,132
226,348
73,81
20,516
347,448
2597,379
953,1248
1797,2693
626,196
45,61
1294,565
48,7
1932,1572
682,64
2220,1035
5,2542
548,383
238,727
57,22
98,30
145,145
19,815
288,1035
12,152
63,64
12,417
1836,351
37,612
12,2101
7,202
26,64
147,980
183,1009
219,196
58,943
481,290
578,1213
56,153
135,26
60,1531
319,113
1236,350
15,941
199,70
22,1162
1575,607
17,15
974,446
297,38
37,25
293,37
968,0
2617,943
372,1099
21,347
79,10
55,422
89,1430
1038,54
50,0
184,10
1073,272
953,65
41,9
984,5
97,15
24,69
714,1946
1384,260
3,131
374,1248
60,9
184,52
979,1248
12,3156
52,263
504,297
1303,43
140,379
192,21
26,516
1797,1629
468,705
964,67
226,305
217,348
42,516
21,565
312,1
1022,56
1054,81
805,46
73,320
65,50
632,678
145,44
562,68
27,83
36,36
536,209
656,7
1482,59
222,2454
496,1431
1,316
551,581
29,19
12,1159
68,43
177,79
5,82
54,37
70,83
5,16
32,1095
29,369
389,1113
612,15
1337,598
226,28
285,559
997,14
5,119
15,124
940,43
1478,1288
20,312
15,86
2652,101
336,409
1766,1891
372,2313
34,706
657,514
3,5
0,586
509,1748
2611,233
98,3
105,278
145,348
127,49
147,557
54,116
37,117
64,263
111,191
210,196
480,29
1932,125
75,446
528,444
2825,1427
106,435
11,553
86,181
529,515
1477,2688
732,61
17,47
66,379
346,19
267,129
435,93
208,549
46,27
0,2346
84,7
1006,162
404,386
14,45
237,27
2157,61
1592,4
614,2035
16,522
98,130
44,329
22,393
13,379
77,155
45,58
17,7
1892,4
197,113
1590,1538
2,148
574,527
12,27
123,1540
64,42
461,1613
350,61
1224,35
175,2247
159,3
84,10
4,818
15,102
1797,292
120,1021
39,810
2310,8
35,1317
113,49
595,130
33,25
1294,34
979,4
393,2
702,1307
221,509
435,673
721,2211
18,14
144,21
20,81
237,210
13,495
162,15
505,75
19,266
25,4
784,923
36,138
70,43
74,305
21,520
347,292
202,4
175,448
31,603
40,25
14,47
11,735
52,89
1007,30
1727,35
847,98
20,1034
0,288
141,146
73,59
72,1692
1313,828
2597,116
1216,54
77,389
516,25
275,2533
10,196
286,3
35,1071
490,69
80,472
203,113
240,2613
40,151
603,565
491,645
187,26
48,16
2597,1229
48,268
2166,784
45,1087
44,25
33,996
1084,115
1066,144
745,303
1255,351
409,4
76,18
1876,1583
1939,54
240,721
626,1
543,284
24,177
18,262
429,2693
365,662
158,20
1142,7
76,6
1009,618
579,35
1932,32
44,802
499,7
48,16
1624,58
158,33
823,127
67,122
309,190
10,237
5,75
29,391
1,1157
212,724
14,1085
127,0
912,971
31,40
1,87
26,1234
47,38
84,503
878,260
1742,40
111,3144
2110,426
12,196
672,1208
793,1687
429,10
589,479
449,45
0,42
665,232
130,623
827,848
474,7
13,31
626,256
74,41
251,1283
7,1008
225,178
1077,92
78,17
41,11
0,29
209,663
22,375
342,31
47,27
1305,844
879,32
85,380
21,2143
354,513
32,49
195,142
68,10
31,902
48,525
77,658
58,376
66,121
54,3382
210,2809
172,519
11,63
205,53
1624,68
58,1735
1448,1138
707,3
193,487
45,42
1936,12
1957,991
925,52
1044,1390
3,64
102,61
1827,1400
79,2
11,70
4,2
217,320
141,2377
556,12
42,120
17,39
935,15
891,31
133,132
225,326
857,2047
29,471
134,85
1204,1161
1473,691
